#{"t_start": 1743548783.7213252, "env_id": "None"}
r,l,t,distance_to_target,collision,reached_goal,target
1030.763632,100,1.630328,0.08056691423180365,False,False,[0.5 0.3 0.3]
856.574686,100,2.152663,0.05204819403248193,False,False,[0.5 0.3 0.3]
847.038671,100,2.725322,0.06914477780643499,False,False,[0.5 0.3 0.3]
1088.279836,100,3.289189,0.06273855616418994,False,False,[0.5 0.3 0.3]
676.163606,100,3.81887,0.06956168611411247,False,False,[0.5 0.3 0.3]
1506.993683,100,4.328341,0.07066474203799511,False,False,[0.5 0.3 0.3]
448.677752,100,4.848025,0.03197396552266361,False,False,[0.5 0.3 0.3]
1278.756844,100,5.380929,0.07704161307528144,False,False,[0.5 0.3 0.3]
654.788856,100,5.886215,0.09030035978699869,False,False,[0.5 0.3 0.3]
1041.540169,100,6.394172,0.08224763936021386,False,False,[0.5 0.3 0.3]
1444.530825,100,6.924027,0.04538572425100212,False,False,[0.5 0.3 0.3]
598.819687,100,7.446192,0.058491067006490274,False,False,[0.5 0.3 0.3]
456.164403,100,7.97537,0.09187694901505912,False,False,[0.5 0.3 0.3]
815.957888,100,8.492082,0.08644129755620955,False,False,[0.5 0.3 0.3]
1250.728846,100,9.012507,0.12416815230796902,False,False,[0.5 0.3 0.3]
602.682868,100,9.540678,0.15815574404739233,False,False,[0.5 0.3 0.3]
1532.665789,100,10.052039,0.06747503172115486,False,False,[0.5 0.3 0.3]
826.774526,100,10.567015,0.13868638261313554,False,False,[0.5 0.3 0.3]
1088.244237,100,11.093067,0.1700232260939076,False,False,[0.5 0.3 0.3]
650.859753,100,11.611456,0.06448688905025975,False,False,[0.5 0.3 0.3]
846.714586,100,12.699471,0.037054588820898425,False,False,[0.5 0.3 0.3]
1051.643887,100,13.230006,0.040206884049010135,False,False,[0.5 0.3 0.3]
858.323431,100,13.747083,0.09139056324889602,False,False,[0.5 0.3 0.3]
629.879496,100,14.27696,0.11731223679141825,False,False,[0.5 0.3 0.3]
1268.337468,100,14.871278,0.04663168287491362,False,False,[0.5 0.3 0.3]
