hyperparams/learning_rate,hyperparams/ent_coef,hyperparams/n_steps,hyperparams/clip_range,hyperparams/batch_size,hyperparams/seed,hyperparams/gamma,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,time/iterations,time/fps,train/entropy_loss,train/clip_fraction,train/loss,train/approx_kl,train/explained_variance,train/n_updates,train/clip_range,train/policy_gradient_loss,train/value_loss,train/std,train/learning_rate
5e-05,0.01,2048,0.2,512,2,0.99,,,,,,,,,,,,,,,,,
,,,,,,,98.61,2679,1728.93958972,532480,260,198,-8.233388710021973,0.014306640625,10964.9443359375,0.0022319674,1.1920928955078125e-07,2590,0.2,-0.0026882910722633825,23504.930419921875,0.981402575969696,5e-05
,,,,,,,98.61,2689,1766.4769021599996,534528,261,198,-8.233299708366394,0.095751953125,15932.1796875,0.009685115,5.960464477539063e-08,2600,0.2,-0.009077098534908146,28715.4259765625,0.9815134406089783,5e-05
,,,,,,,98.61,2699,1767.5196771099997,536576,262,198,-8.233448553085328,0.024609375,9712.205078125,0.0050840643,-1.1920928955078125e-07,2610,0.2,-0.003692974563455209,20850.684228515624,0.9814655184745789,5e-05
,,,,,,,96.6,2709,1757.55225442,538624,263,198,-8.233039617538452,0.021484375,13974.9833984375,0.0050315526,0.0,2620,0.2,-0.003391240700148046,30582.529638671876,0.9814079403877258,5e-05
,,,,,,,94.89,2720,1725.00072246,540672,264,198,-8.232881879806518,0.01884765625,18294.091796875,0.0039118887,0.0,2630,0.2,-0.0024482658598572017,34732.52626953125,0.9815206527709961,5e-05
,,,,,,,95.66,2730,1763.2797062900001,542720,265,198,-8.233486223220826,0.0482421875,13755.47265625,0.006752414,0.0,2640,0.2,-0.004843034077202902,28756.28916015625,0.9816930890083313,5e-05
,,,,,,,95.66,2740,1795.05909552,544768,266,198,-8.234212803840638,0.052734375,15071.587890625,0.0066370056,0.0,2650,0.2,-0.005658730340655893,30668.01748046875,0.9817121028900146,5e-05
,,,,,,,96.23,2750,1735.7773514299997,546816,267,198,-8.234294152259826,0.032568359375,16330.9404296875,0.0032691914,-1.1920928955078125e-07,2660,0.2,-0.0033562636759597807,32658.188623046874,0.9817361831665039,5e-05
,,,,,,,97.27,2760,1723.4883089899997,548864,268,198,-8.233987522125243,0.03525390625,12804.5634765625,0.004492589,-1.1920928955078125e-07,2670,0.2,-0.004510064463829622,23870.058154296876,0.9818784594535828,5e-05
,,,,,,,97.17,2771,1762.1779433800004,550912,269,198,-8.234557104110717,0.023828125,12863.4150390625,0.0046707145,0.0,2680,0.2,-0.0036037557292729616,25139.151953125,0.9821359515190125,5e-05
,,,,,,,96.37,2782,1760.3656258,552960,270,198,-8.235531234741211,0.04375,16447.62890625,0.004962077,0.0,2690,0.2,-0.004851484415121376,33943.35825195313,0.9822788834571838,5e-05
,,,,,,,96.37,2793,1726.5787439100002,555008,271,198,-8.236788249015808,0.028759765625,12062.712890625,0.0056142504,0.0,2700,0.2,-0.004595876019448042,29993.802880859374,0.9826686382293701,5e-05
,,,,,,,96.37,2803,1768.7565335799998,557056,272,198,-8.237947940826416,0.02841796875,9992.4814453125,0.004420461,0.0,2710,0.2,-0.004448587028309703,22546.4884765625,0.9826340675354004,5e-05
,,,,,,,97.37,2813,1779.45673798,559104,273,198,-8.23821837902069,0.01494140625,16495.78125,0.0035360514,0.0,2720,0.2,-0.0024743496906012297,30103.149609375,0.9831398129463196,5e-05
,,,,,,,99.27,2824,1742.8907050399998,561152,274,198,-8.24068524837494,9.765625e-05,15073.294921875,0.0016640144,0.0,2730,0.2,-0.0013442231429507956,29842.3154296875,0.9833589196205139,5e-05
,,,,,,,98.0,2835,1710.8021492500002,563200,275,198,-8.242081332206727,0.0275390625,11652.4150390625,0.0045942357,0.0,2740,0.2,-0.003263266442809254,21983.554833984374,0.9836253523826599,5e-05
,,,,,,,97.6,2845,1745.87133988,565248,276,198,-8.243283033370972,0.032421875,13691.513671875,0.004646452,-1.1920928955078125e-07,2750,0.2,-0.0043703085102606565,27473.56884765625,0.9838311076164246,5e-05
,,,,,,,96.61,2856,1757.8374445200002,567296,277,198,-8.244073510169983,0.012158203125,19154.951171875,0.004272396,0.0,2760,0.2,-0.0022917623980902137,36518.86030273438,0.9839510321617126,5e-05
,,,,,,,96.72,2866,1751.6243034,569344,278,198,-8.244431734085083,0.01533203125,11834.0693359375,0.003778532,0.0,2770,0.2,-0.0026767987932544202,27282.50263671875,0.9839741587638855,5e-05
,,,,,,,95.08,2878,1768.0313333100005,571392,279,198,-8.24405333995819,0.0201171875,16082.423828125,0.006620027,5.960464477539063e-08,2780,0.2,-0.0037995597056578847,29464.511962890625,0.9838895201683044,5e-05
,,,,,,,93.51,2888,1774.81758989,573440,280,198,-8.242647910118103,0.048388671875,16604.466796875,0.006442203,-1.1920928955078125e-07,2790,0.2,-0.004593031934928149,36651.69321289063,0.9838132858276367,5e-05
,,,,,,,94.66,2898,1790.00356409,575488,281,198,-8.241876268386841,0.030712890625,21515.544921875,0.004361005,5.960464477539063e-08,2800,0.2,-0.0026926771010039375,39339.548046875,0.9838506579399109,5e-05
,,,,,,,94.17,2908,1763.5652853899999,577536,282,198,-8.241923546791076,0.0220703125,16379.5556640625,0.0036318596,0.0,2810,0.2,-0.0038887633010745047,32010.588720703126,0.9838729500770569,5e-05
,,,,,,,94.8,2920,1744.59750398,579584,283,198,-8.241790890693665,0.040087890625,15280.6630859375,0.0051536104,5.960464477539063e-08,2820,0.2,-0.0038896336307516323,30854.07578125,0.9838398098945618,5e-05
,,,,,,,98.11,2930,1795.5488040199998,581632,284,198,-8.241620016098022,0.07607421875,11643.041015625,0.007066269,-1.1920928955078125e-07,2830,0.2,-0.009146130760200322,23172.74326171875,0.9838855862617493,5e-05
,,,,,,,98.07,2941,1759.4277320400006,583680,285,198,-8.240848183631897,0.029443359375,14646.904296875,0.004631676,0.0,2840,0.2,-0.003659730963408947,26810.018994140624,0.9836518168449402,5e-05
,,,,,,,98.07,2951,1760.3659723899996,585728,286,198,-8.24001166820526,0.031298828125,15365.3486328125,0.00410897,5.960464477539063e-08,2850,0.2,-0.0036113784939516337,33347.90556640625,0.9837221503257751,5e-05
,,,,,,,97.84,2961,1793.7969227100004,587776,287,198,-8.241182255744935,0.03525390625,12942.4931640625,0.0040276526,0.0,2860,0.2,-0.003980480507016182,26613.668408203124,0.9840851426124573,5e-05
,,,,,,,96.35,2971,1799.0939016500001,589824,288,198,-8.242520999908447,0.034375,15945.8720703125,0.004473728,5.960464477539063e-08,2870,0.2,-0.0040590157732367516,33814.97548828125,0.9842078685760498,5e-05
,,,,,,,96.24,2982,1791.3052575600004,591872,289,198,-8.242978692054749,0.055712890625,16394.015625,0.0062739374,0.0,2880,0.2,-0.006142523896414787,38399.1265625,0.9843013286590576,5e-05
,,,,,,,94.68,2992,1736.2194521200001,593920,290,198,-8.243357467651368,0.04072265625,12144.341796875,0.00513584,0.0,2890,0.2,-0.003964148543309421,22702.60556640625,0.9844368100166321,5e-05
,,,,,,,93.7,3002,1792.5475680799998,595968,291,198,-8.243888139724731,0.055078125,14137.494140625,0.0061824936,-1.1920928955078125e-07,2900,0.2,-0.006614444218575955,32758.422509765624,0.9845255017280579,5e-05
,,,,,,,94.66,3013,1799.34604117,598016,292,198,-8.24474756717682,0.021484375,19934.703125,0.0044456413,5.960464477539063e-08,2910,0.2,-0.002824963442981243,39116.2404296875,0.9846959710121155,5e-05
,,,,,,,96.66,3023,1825.11654228,600064,293,198,-8.245560646057129,0.0228515625,16280.2685546875,0.004037194,0.0,2920,0.2,-0.003465536737348884,32417.701708984376,0.9848412871360779,5e-05
,,,,,,,96.87,3033,1892.83932647,602112,294,198,-8.246078824996948,0.01689453125,15753.9404296875,0.0038385016,-1.1920928955078125e-07,2930,0.2,-0.0028405584569554778,31459.48134765625,0.9849082827568054,5e-05
,,,,,,,98.9,3043,1852.9102154100003,604160,295,198,-8.245744705200195,0.014501953125,18415.78515625,0.0037256335,0.0,2940,0.2,-0.002923150153947063,36178.3103515625,0.9845749735832214,5e-05
,,,,,,,99.27,3053,1844.7715166799999,606208,296,198,-8.24402220249176,0.03974609375,12466.794921875,0.006924144,1.1920928955078125e-07,2950,0.2,-0.005345645046327263,22737.677587890626,0.9844012260437012,5e-05
,,,,,,,98.73,3064,1850.5128808199997,608256,297,198,-8.242604756355286,0.0439453125,19736.328125,0.0045144972,5.960464477539063e-08,2960,0.2,-0.00469895803835243,38445.932373046875,0.9842042922973633,5e-05
,,,,,,,98.73,3074,1786.6347572499997,610304,298,198,-8.241018152236938,0.01337890625,18853.126953125,0.0049613835,0.0,2970,0.2,-0.0022731679026037456,34598.8302734375,0.9840230941772461,5e-05
,,,,,,,98.4,3084,1787.5791232899999,612352,299,198,-8.240285682678223,0.0359375,13254.541015625,0.005635921,0.0,2980,0.2,-0.004453835560707375,26453.244970703126,0.984058141708374,5e-05
,,,,,,,98.63,3094,1792.07255142,614400,300,198,-8.2415212392807,0.058251953125,11928.6455078125,0.0072003664,0.0,2990,0.2,-0.006068288901587948,23174.273583984374,0.9846050143241882,5e-05
,,,,,,,98.82,3105,1713.28404255,616448,301,198,-8.242082285881043,0.053662109375,15111.55078125,0.006198367,0.0,3000,0.2,-0.005755356862209737,29522.84619140625,0.9842987060546875,5e-05
,,,,,,,97.23,3115,1734.1668988999998,618496,302,198,-8.240017509460449,0.0404296875,9831.01171875,0.0055927522,0.0,3010,0.2,-0.004476290196180344,18778.543090820312,0.9842827916145325,5e-05
,,,,,,,95.37,3125,1653.3333293499998,620544,303,198,-8.239767026901244,0.029736328125,18350.708984375,0.004387022,0.0,3020,0.2,-0.0027337355364579707,36502.46337890625,0.9841654896736145,5e-05
,,,,,,,94.68,3135,1665.40308151,622592,304,198,-8.238851070404053,0.05341796875,8873.580078125,0.0060198037,0.0,3030,0.2,-0.006047717382898554,20427.82763671875,0.9842998385429382,5e-05
,,,,,,,94.68,3146,1636.44234773,624640,305,198,-8.239453172683715,0.03349609375,11448.583984375,0.0057701403,0.0,3040,0.2,-0.0038745744386687875,25079.5240234375,0.9844167232513428,5e-05
,,,,,,,95.24,3156,1672.61368546,626688,306,198,-8.24102623462677,0.047607421875,10355.189453125,0.0065044947,-1.1920928955078125e-07,3050,0.2,-0.005626394524006173,20275.944140625,0.9848456382751465,5e-05
,,,,,,,97.49,3166,1663.2243389000002,628736,307,198,-8.24325520992279,0.01455078125,15765.4638671875,0.0024831141,0.0,3060,0.2,-0.0018759791331831367,31060.55185546875,0.9851284623146057,5e-05
,,,,,,,94.69,3177,1645.41552426,630784,308,198,-8.244840216636657,0.030908203125,9717.888671875,0.004500314,0.0,3070,0.2,-0.0038870733696967363,18795.664697265624,0.9855032563209534,5e-05
,,,,,,,94.36,3187,1648.34068886,632832,309,198,-8.245244026184082,0.053125,14423.0283203125,0.006060141,0.0,3080,0.2,-0.0059276415879139675,30940.664990234374,0.9852836728096008,5e-05
,,,,,,,94.78,3197,1686.22599583,634880,310,198,-8.243596720695496,0.053271484375,13106.0625,0.005183397,5.960464477539063e-08,3090,0.2,-0.005431602208409459,30561.4052734375,0.9851014614105225,5e-05
,,,,,,,94.31,3207,1699.49477594,636928,311,198,-8.242231035232544,0.02119140625,17651.91796875,0.005358071,0.0,3100,0.2,-0.004201653529889882,35755.815234375,0.9848408699035645,5e-05
,,,,,,,95.93,3218,1716.77047349,638976,312,198,-8.241668486595154,0.04267578125,10691.0146484375,0.007050615,0.0,3110,0.2,-0.004648247879231349,24978.779931640624,0.9850058555603027,5e-05
,,,,,,,98.18,3228,1725.69187066,641024,313,198,-8.240944695472717,0.063232421875,11749.5830078125,0.0071304906,0.0,3120,0.2,-0.006652916054008529,27232.03701171875,0.984424352645874,5e-05
,,,,,,,97.73,3238,1727.5379245100003,643072,314,198,-8.237584400177003,0.037255859375,11081.4765625,0.0054402184,-1.1920928955078125e-07,3130,0.2,-0.004911598470062018,22684.78466796875,0.9843036532402039,5e-05
,,,,,,,97.53,3248,1681.5239231900005,645120,315,198,-8.237111067771911,0.054345703125,13203.765625,0.00533144,0.0,3140,0.2,-0.004913299524923786,23428.614013671875,0.9844145774841309,5e-05
,,,,,,,97.52,3259,1739.6717531699996,647168,316,198,-8.23715319633484,0.053466796875,9762.2470703125,0.0067418995,5.960464477539063e-08,3150,0.2,-0.0072694368485826995,18244.717431640624,0.9843321442604065,5e-05
,,,,,,,98.33,3270,1749.10454011,649216,317,198,-8.236681914329528,0.01826171875,17221.373046875,0.0044893026,0.0,3160,0.2,-0.003476455667987466,35800.50893554687,0.9844264984130859,5e-05
,,,,,,,98.33,3280,1763.8204242700003,651264,318,198,-8.237480854988098,0.047705078125,8063.8525390625,0.0063757086,1.1920928955078125e-07,3170,0.2,-0.004494429173064418,16279.418139648438,0.9847134947776794,5e-05
,,,,,,,99.19,3290,1736.67526918,653312,319,198,-8.23820674419403,0.047900390625,13204.58203125,0.00566027,1.1920928955078125e-07,3180,0.2,-0.005238691600970924,26208.823193359374,0.9847462773323059,5e-05
,,,,,,,98.76,3301,1718.9359069800005,655360,320,198,-8.237718725204468,0.0240234375,11552.482421875,0.0050136335,0.0,3190,0.2,-0.003727693425025791,27306.501025390626,0.9846413731575012,5e-05
,,,,,,,98.64,3312,1700.7767696800001,657408,321,198,-8.236558151245116,0.0541015625,9407.8701171875,0.0072109946,-1.1920928955078125e-07,3200,0.2,-0.007023987366119399,21191.849462890626,0.9845418930053711,5e-05
,,,,,,,98.47,3323,1765.90329963,659456,322,198,-8.237296152114869,0.039453125,15993.80859375,0.0038934487,5.960464477539063e-08,3210,0.2,-0.0032859577215276657,29869.178955078125,0.9849813580513,5e-05
,,,,,,,98.47,3333,1715.6610260499997,661504,323,198,-8.238544678688049,0.009326171875,11565.765625,0.0036223163,0.0,3220,0.2,-0.0022025709942681713,25841.882470703124,0.9848175644874573,5e-05
,,,,,,,93.91,3344,1747.3606034399997,663552,324,198,-8.237552380561828,0.02666015625,8415.4462890625,0.0054334863,-1.1920928955078125e-07,3230,0.2,-0.0044080078369006515,17616.391748046874,0.9848282337188721,5e-05
,,,,,,,93.16,3355,1764.57759941,665600,325,198,-8.236995387077332,0.04208984375,24742.037109375,0.0064958213,1.1920928955078125e-07,3240,0.2,-0.004723507858579978,46877.14287109375,0.984687089920044,5e-05
,,,,,,,91.38,3366,1734.6055876500002,667648,326,198,-8.236136889457702,0.03505859375,11148.7314453125,0.005456027,-1.1920928955078125e-07,3250,0.2,-0.004357696120860055,24952.02138671875,0.9844512939453125,5e-05
,,,,,,,88.09,3376,1706.7464314200001,669696,327,198,-8.23517553806305,0.026611328125,14399.4873046875,0.0040908623,-1.1920928955078125e-07,3260,0.2,-0.002944910601945594,27806.029052734375,0.984609067440033,5e-05
,,,,,,,88.97,3387,1709.24731299,671744,328,198,-8.236444425582885,0.0390625,17921.90234375,0.0067038904,0.0,3270,0.2,-0.004107294452842325,33351.770263671875,0.9849469065666199,5e-05
,,,,,,,94.01,3398,1711.73440288,673792,329,198,-8.238550853729247,0.007763671875,11534.6474609375,0.003028024,-1.1920928955078125e-07,3280,0.2,-0.0015319837373681366,27682.26923828125,0.9852921366691589,5e-05
,,,,,,,94.01,3408,1702.74589071,675840,330,198,-8.239374661445618,0.0220703125,16055.341796875,0.004015102,0.0,3290,0.2,-0.0028672986722085626,29867.816748046876,0.985142707824707,5e-05
,,,,,,,95.79,3419,1743.6750536499999,677888,331,198,-8.239029693603516,0.010546875,13665.216796875,0.0028603338,-1.1920928955078125e-07,3300,0.2,-0.0023314147954806687,26470.217724609374,0.9853400588035583,5e-05
,,,,,,,96.22,3429,1787.5330067000002,679936,332,198,-8.2401118516922,0.0400390625,16380.3837890625,0.004353023,0.0,3310,0.2,-0.0044814814231358465,32578.789111328126,0.9854378700256348,5e-05
,,,,,,,96.22,3439,1750.6628858799997,681984,333,198,-8.24035985469818,0.0173828125,14407.4033203125,0.0039550257,0.0,3320,0.2,-0.003067642031237483,39129.355224609375,0.9855236411094666,5e-05
,,,,,,,96.21,3450,1706.3555289300002,684032,334,198,-8.240049624443055,0.05830078125,10309.72265625,0.0056416504,0.0,3330,0.2,-0.00501326487865299,20638.529248046874,0.9855111241340637,5e-05
,,,,,,,96.21,3460,1718.4755846999997,686080,335,198,-8.239316773414611,0.057470703125,12291.7265625,0.0074836775,0.0,3340,0.2,-0.006109354944783263,23591.403466796874,0.9855660796165466,5e-05
,,,,,,,95.25,3471,1697.8881300599999,688128,336,198,-8.239783263206482,0.03125,13785.091796875,0.004650304,1.1920928955078125e-07,3350,0.2,-0.0033989378483965994,25469.0193359375,0.9859903454780579,5e-05
,,,,,,,95.79,3481,1705.7912534799998,690176,337,198,-8.241509437561035,0.03388671875,21304.9453125,0.006037684,0.0,3360,0.2,-0.005468323768582195,41983.59169921875,0.986204206943512,5e-05
,,,,,,,95.95,3491,1716.46803671,692224,338,198,-8.242162370681763,0.035693359375,14837.578125,0.0060080886,0.0,3370,0.2,-0.0041457355604507026,32834.57504882813,0.9863886833190918,5e-05
,,,,,,,95.95,3501,1804.6509450500002,694272,339,198,-8.242011260986327,0.024072265625,10892.375,0.004249882,0.0,3380,0.2,-0.00387418654281646,25500.821044921875,0.9861133694648743,5e-05
,,,,,,,95.87,3511,1836.02974945,696320,340,198,-8.24078619480133,0.02119140625,19956.810546875,0.005547327,-1.1920928955078125e-07,3390,0.2,-0.0029822520387824624,41406.93642578125,0.9861916899681091,5e-05
,,,,,,,99.17,3522,1842.8858317700003,698368,341,198,-8.240831637382508,0.026123046875,13249.5068359375,0.0041520293,0.0,3400,0.2,-0.003747912618564442,29981.37294921875,0.9862489700317383,5e-05
,,,,,,,99.54,3532,1876.8512196000004,700416,342,198,-8.239948964118957,0.06142578125,15355.24609375,0.005422592,0.0,3410,0.2,-0.005817801848752424,30065.097265625,0.986084520816803,5e-05
,,,,,,,98.93,3542,1878.5393905600001,702464,343,198,-8.23953673839569,0.019970703125,13457.060546875,0.005493879,-1.1920928955078125e-07,3420,0.2,-0.0032234506215900183,30869.56416015625,0.9861879348754883,5e-05
,,,,,,,98.71,3552,1872.9204541200004,704512,344,198,-8.239518165588379,0.039208984375,15881.0556640625,0.006343293,5.960464477539063e-08,3430,0.2,-0.004594669141806662,34719.844482421875,0.9861822128295898,5e-05
,,,,,,,97.99,3563,1873.1978989499999,706560,345,198,-8.239184427261353,0.0267578125,19045.40625,0.0043821526,0.0,3440,0.2,-0.0031850685743847864,38218.36220703125,0.9862940311431885,5e-05
,,,,,,,96.19,3573,1829.6383955399997,708608,346,198,-8.239482665061951,0.03583984375,19834.48046875,0.0050583687,0.0,3450,0.2,-0.004187056899536401,38427.22397460938,0.9863316416740417,5e-05
,,,,,,,96.65,3583,1832.8820391499999,710656,347,198,-8.239731788635254,0.06591796875,16366.88671875,0.0067713168,5.960464477539063e-08,3460,0.2,-0.00571400883491151,30707.09306640625,0.9864540696144104,5e-05
,,,,,,,96.96,3593,1810.0739258899994,712704,348,198,-8.240473055839539,0.02666015625,15542.2529296875,0.0041826703,0.0,3470,0.2,-0.0029187302687205376,32537.359130859375,0.9866129755973816,5e-05
,,,,,,,94.58,3604,1747.6536909400002,714752,349,198,-8.240839648246766,0.02529296875,11546.8193359375,0.0048292214,0.0,3480,0.2,-0.002970073153846897,24943.12509765625,0.9865734577178955,5e-05
,,,,,,,96.21,3614,1700.0993940500002,716800,350,198,-8.239584589004517,0.036376953125,10931.9462890625,0.006191953,0.0,3490,0.2,-0.0037926219694782047,22146.156787109376,0.9864618182182312,5e-05
,,,,,,,97.38,3624,1763.44824451,718848,351,198,-8.238713479042053,0.0072265625,12445.1044921875,0.0033812043,-1.1920928955078125e-07,3500,0.2,-0.0032098740979563446,26179.739404296874,0.9866223335266113,5e-05
,,,,,,,96.46,3634,1717.3847461900004,720896,352,198,-8.239243364334106,0.0236328125,10412.2724609375,0.0036533303,0.0,3510,0.2,-0.0034311614406760784,22947.1765625,0.9864661693572998,5e-05
,,,,,,,97.86,3645,1737.0830953100005,722944,353,198,-8.239186930656434,0.014306640625,15131.7978515625,0.004608101,0.0,3520,0.2,-0.0020332344458438454,30816.55,0.9866166710853577,5e-05
,,,,,,,97.84,3655,1771.4419560900005,724992,354,198,-8.240042662620544,0.018896484375,13362.83984375,0.004219769,0.0,3530,0.2,-0.0025884589122142643,27893.813818359376,0.986671507358551,5e-05
,,,,,,,96.45,3665,1772.7314363899998,727040,355,198,-8.239532971382141,0.02607421875,12498.6962890625,0.003973449,0.0,3540,0.2,-0.003928235708735883,25721.897900390624,0.9866416454315186,5e-05
,,,,,,,95.49,3676,1781.5481722899997,729088,356,198,-8.239748287200928,0.02939453125,14775.7744140625,0.004837159,-1.1920928955078125e-07,3550,0.2,-0.003400857449742034,31775.671630859375,0.986865222454071,5e-05
,,,,,,,96.6,3686,1816.0546364600002,731136,357,198,-8.240828824043273,0.045751953125,21414.578125,0.004551048,0.0,3560,0.2,-0.003709959943080321,41228.661376953125,0.9870402812957764,5e-05
,,,,,,,97.05,3696,1780.4331560800001,733184,358,198,-8.241049098968507,0.027880859375,11391.328125,0.0043630963,0.0,3570,0.2,-0.003631539290654473,23650.94814453125,0.9870500564575195,5e-05
,,,,,,,97.09,3706,1814.9874962999997,735232,359,198,-8.24006028175354,0.03291015625,12903.853515625,0.005901735,0.0,3580,0.2,-0.0046440379461273554,24706.48134765625,0.9868645668029785,5e-05
,,,,,,,97.85,3716,1789.5123517200002,737280,360,198,-8.238488721847535,0.049072265625,13218.3388671875,0.005710395,0.0,3590,0.2,-0.004370933235622943,25378.59794921875,0.9866300225257874,5e-05
,,,,,,,98.53,3727,1760.4254817299998,739328,361,198,-8.23706567287445,0.0431640625,13225.3583984375,0.0048358063,0.0,3600,0.2,-0.004468578496016562,27119.844873046874,0.9863359332084656,5e-05
,,,,,,,98.26,3737,1757.9934692600007,741376,362,198,-8.236849784851074,0.038330078125,16711.4453125,0.006925165,0.0,3610,0.2,-0.005648939090315252,32659.06552734375,0.9866998791694641,5e-05
,,,,,,,97.69,3748,1743.95848961,743424,363,198,-8.239681434631347,0.04794921875,15115.3046875,0.0065606176,0.0,3620,0.2,-0.00553773163119331,31059.153076171875,0.9871640801429749,5e-05
,,,,,,,97.32,3759,1740.6552716400004,745472,364,198,-8.241226053237915,0.028759765625,14616.9033203125,0.005091365,0.0,3630,0.2,-0.0037154331628698857,27933.766259765624,0.9872286319732666,5e-05
,,,,,,,96.93,3769,1768.7892628799998,747520,365,198,-8.240565919876099,0.02666015625,15481.9990234375,0.0051970496,0.0,3640,0.2,-0.00460650124005042,31896.001904296874,0.9869844913482666,5e-05
,,,,,,,96.57,3780,1769.08275288,749568,366,198,-8.239268589019776,0.02607421875,17327.771484375,0.0038691275,0.0,3650,0.2,-0.003129871952114627,30658.496337890625,0.9869593977928162,5e-05
,,,,,,,97.18,3791,1809.22829754,751616,367,198,-8.239439487457275,0.02568359375,16481.423828125,0.0044659926,0.0,3660,0.2,-0.003048382792621851,31348.317626953125,0.9870802760124207,5e-05
,,,,,,,94.7,3802,1779.9323376299997,753664,368,198,-8.240405750274657,0.027783203125,14960.1572265625,0.004397093,0.0,3670,0.2,-0.003693003911757842,30425.530322265626,0.9873981475830078,5e-05
,,,,,,,95.66,3812,1783.7069279999996,755712,369,198,-8.243000197410584,0.0552734375,15020.8779296875,0.0050800648,0.0,3680,0.2,-0.005204967182362452,28722.87412109375,0.988053023815155,5e-05
,,,,,,,96.73,3822,1748.48382182,757760,370,198,-8.245413184165955,0.029931640625,11620.49609375,0.003391401,0.0,3690,0.2,-0.0038398633303586395,24486.26533203125,0.988260805606842,5e-05
,,,,,,,97.14,3833,1735.3500185899998,759808,371,198,-8.24513282775879,0.03623046875,9956.681640625,0.0059013925,0.0,3700,0.2,-0.0037481944891624153,18914.33103027344,0.9883653521537781,5e-05
,,,,,,,96.05,3844,1715.70324171,761856,372,198,-8.246318340301514,0.072607421875,11598.2451171875,0.0072253654,0.0,3710,0.2,-0.006922728210338391,24108.611865234376,0.9887989163398743,5e-05
,,,,,,,97.86,3855,1735.3450582299995,763904,373,198,-8.249135208129882,0.03125,18933.2265625,0.005208757,-1.1920928955078125e-07,3720,0.2,-0.003451539692468941,34820.99594726563,0.9892633557319641,5e-05
,,,,,,,95.9,3865,1733.9041951900006,765952,374,198,-8.25015368461609,0.055908203125,9857.619140625,0.0067381836,0.0,3730,0.2,-0.005209187790751457,20125.133349609376,0.9893582463264465,5e-05
,,,,,,,96.19,3876,1772.76490854,768000,375,198,-8.24977502822876,0.05712890625,13128.08203125,0.006081324,0.0,3740,0.2,-0.006145232476410456,30985.104345703126,0.9894681572914124,5e-05
,,,,,,,95.42,3887,1745.53037248,770048,376,198,-8.250508642196655,0.037451171875,17429.572265625,0.00463479,0.0,3750,0.2,-0.004439264026586898,30540.13740234375,0.9895896911621094,5e-05
,,,,,,,96.41,3898,1759.4510184699998,772096,377,198,-8.251021385192871,0.038720703125,10282.8056640625,0.0049976464,0.0,3760,0.2,-0.00476358060259372,22532.916552734376,0.9896783232688904,5e-05
,,,,,,,94.76,3908,1767.02524537,774144,378,198,-8.2516619682312,0.03291015625,15756.7998046875,0.0051350337,0.0,3770,0.2,-0.005223981302697212,30347.87919921875,0.9900967478752136,5e-05
,,,,,,,95.85,3918,1729.5352133199995,776192,379,198,-8.252410078048706,0.036279296875,12684.4150390625,0.004486612,0.0,3780,0.2,-0.0051714811008423565,29188.5501953125,0.9898955225944519,5e-05
,,,,,,,95.69,3928,1743.0325410300002,778240,380,198,-8.250623345375061,0.023046875,10765.6240234375,0.0050749937,-1.1920928955078125e-07,3790,0.2,-0.003027490177191794,23127.170654296875,0.9897980690002441,5e-05
,,,,,,,97.32,3939,1784.5159399399997,780288,381,198,-8.25064151287079,0.021923828125,14655.875,0.0042089787,5.960464477539063e-08,3800,0.2,-0.0039213514042785395,32072.18017578125,0.9900317192077637,5e-05
,,,,,,,97.54,3949,1770.7311387299999,782336,382,198,-8.25173487663269,0.037744140625,17113.376953125,0.0039948607,0.0,3810,0.2,-0.004303827008698136,32407.085400390624,0.9902500510215759,5e-05
,,,,,,,99.0,3959,1816.4868721299997,784384,383,198,-8.253192782402039,0.02978515625,10953.802734375,0.0046769977,0.0,3820,0.2,-0.003851926315110177,23050.122705078124,0.9904463887214661,5e-05
,,,,,,,99.55,3969,1796.0684331500001,786432,384,198,-8.253268122673035,0.02939453125,12372.341796875,0.0046719746,0.0,3830,0.2,-0.004117913855588995,25027.058984375,0.9901812076568604,5e-05
,,,,,,,97.6,3980,1789.2242838399998,788480,385,198,-8.252855777740479,0.02626953125,10519.94921875,0.004361986,0.0,3840,0.2,-0.003153980744536966,22547.137939453125,0.9903267025947571,5e-05
,,,,,,,96.61,3990,1730.6185568500002,790528,386,198,-8.254387164115906,0.03857421875,19722.64453125,0.006151703,0.0,3850,0.2,-0.003946260751399677,33604.348828125,0.9904153943061829,5e-05
,,,,,,,95.99,4000,1750.82929276,792576,387,198,-8.254293155670165,0.06455078125,11540.1044921875,0.008108423,0.0,3860,0.2,-0.006986894889269024,21507.096533203126,0.9900879859924316,5e-05
,,,,,,,94.97,4011,1701.3804598,794624,388,198,-8.25229983329773,0.030712890625,15269.9091796875,0.0054202443,0.0,3870,0.2,-0.003491893148748204,30396.4005859375,0.9897590279579163,5e-05
,,,,,,,94.35,4021,1721.56123726,796672,389,198,-8.25091369152069,0.05751953125,12341.244140625,0.0056956634,0.0,3880,0.2,-0.005565280152950436,26399.04931640625,0.9897754192352295,5e-05
,,,,,,,96.93,4031,1735.6489410300003,798720,390,198,-8.250808072090148,0.055810546875,13151.33203125,0.005876198,0.0,3890,0.2,-0.005407293559983373,25322.539404296876,0.9898567795753479,5e-05
