hyperparams/learning_rate,hyperparams/n_steps,hyperparams/ent_coef,hyperparams/seed,hyperparams/clip_range,hyperparams/batch_size,hyperparams/gamma,time/time_elapsed,time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/total_timesteps,train/learning_rate,train/value_loss,train/entropy_loss,train/n_updates,train/std,train/approx_kl,train/loss,train/clip_fraction,train/clip_range,train/explained_variance,train/policy_gradient_loss
0.0003,256,0.02,1,0.2,64,0.99,,,,,,,,,,,,,,,,,
,,,,,,,1728,13,71.63367881818182,33.323232323232325,1,3328,0.0003,480.0979774475098,-8.88671452999115,120,1.1030635833740234,0.022206135,113.31522369384766,0.224609375,0.2,0.8706986606121063,-0.02392513274680823
,,,,,,,1859,14,73.3539214,34.65,1,3584,0.0003,1936.946221923828,-8.885273480415345,130,1.1032249927520752,0.014786386,735.0726928710938,0.203125,0.2,0.47652667760849,-0.012073177983984352
,,,,,,,1998,15,81.27754943,36.27,1,3840,0.0003,442.8840419769287,-8.885655665397644,140,1.1033698320388794,0.024815693,45.509681701660156,0.25,0.2,0.8518937677145004,-0.03173631920944899
,,,,,,,2129,16,89.39210539,38.08,1,4096,0.0003,3472.0638214111327,-8.890397191047668,150,1.1046996116638184,0.01735295,1680.378662109375,0.134765625,0.2,0.22014087438583374,-0.0074857386527583
,,,,,,,2263,17,91.51316703,39.58,1,4352,0.0003,2250.1796173095704,-8.893196630477906,160,1.1029375791549683,0.014848182,1209.884765625,0.199609375,0.2,0.6688422858715057,-0.015405604196712375
,,,,,,,2394,18,95.05655532,41.64,1,4608,0.0003,1249.3405212402345,-8.886851525306701,170,1.1027592420578003,0.022686128,201.04953002929688,0.2578125,0.2,0.1399335265159607,-0.03347066279966384
,,,,,,,2524,19,98.34513271,43.2,1,4864,0.0003,195.7053171634674,-8.89635410308838,180,1.103966474533081,0.04976817,6.736316680908203,0.252734375,0.2,0.6647895872592926,-0.015523745771497488
,,,,,,,2657,20,101.65816750000002,44.4,1,5120,0.0003,51.66399343013764,-8.917794895172118,190,1.1091558933258057,0.17648938,4.72471809387207,0.413671875,0.2,0.8653710633516312,-0.010464048688299954
,,,,,,,2790,21,106.10505062,44.63,1,5376,0.0003,245.3576964378357,-8.950286602973938,200,1.1116197109222412,0.04249476,25.846820831298828,0.3359375,0.2,-0.25761640071868896,0.01928357200231403
,,,,,,,2924,22,106.60963036999999,44.64,1,5632,0.0003,2502.2259521484375,-8.95848639011383,210,1.1131627559661865,0.029876199,1358.969482421875,0.408984375,0.2,0.2936193346977234,-0.008984497433993965
,,,,,,,3058,23,109.66211444999999,43.24,1,5888,0.0003,755.5092750549317,-8.965499138832092,220,1.1138464212417603,0.021977035,203.4007568359375,0.215625,0.2,0.15744906663894653,-0.02927805173676461
,,,,,,,3193,24,103.22632884,41.21,1,6144,0.0003,2455.941645812988,-8.967112183570862,230,1.113484263420105,0.025528181,939.6550903320312,0.188671875,0.2,0.2935956120491028,-0.014190823712851852
,,,,,,,3326,25,98.72405284999999,39.56,1,6400,0.0003,229.57965173721314,-8.97050211429596,240,1.1160304546356201,0.020585626,51.73716354370117,0.194921875,0.2,0.3443777561187744,-0.01598877685610205
,,,,,,,3459,26,96.41055924,39.53,1,6656,0.0003,87.76803126335145,-8.994871020317078,250,1.119552731513977,0.041204736,17.126323699951172,0.324609375,0.2,0.5884826183319092,-0.029798916634172203
,,,,,,,3591,27,91.60998109,37.46,1,6912,0.0003,109.77197265625,-9.008531498908997,260,1.1196426153182983,0.1135679,44.604862213134766,0.354296875,0.2,0.7535630017518997,-0.007373569440096617
,,,,,,,3723,28,86.53532874000001,36.45,1,7168,0.0003,153.97874813079835,-9.00806941986084,270,1.1207536458969116,0.029353783,43.27852249145508,0.255078125,0.2,0.38400185108184814,-0.006372063769958913
,,,,,,,3860,29,85.73344931000001,36.45,1,7424,0.0003,322.1064640045166,-9.017306804656982,280,1.12227201461792,0.044710264,19.134746551513672,0.3828125,0.2,0.01479107141494751,-0.015243832976557315
,,,,,,,3993,30,75.12895297000001,35.13,1,7680,0.0003,476.4029266357422,-9.028950738906861,290,1.1239060163497925,0.023579676,98.90361022949219,0.278125,0.2,-0.6214456558227539,-0.005517434095963836
,,,,,,,4126,31,76.03517959,33.36,1,7936,0.0003,220.95200157165527,-9.033417797088623,300,1.1221405267715454,0.02038068,37.7268180847168,0.26328125,0.2,0.30946141481399536,-0.015228876553010195
,,,,,,,4257,32,73.08064435,32.35,1,8192,0.0003,2383.646145629883,-9.02460572719574,310,1.1216901540756226,0.023708493,953.6802368164062,0.237109375,0.2,0.1420726180076599,-0.0060586157022044064
,,,,,,,4390,33,81.63343971999998,32.84,1,8448,0.0003,151.71011056900025,-9.021196818351745,320,1.1207879781723022,0.07527043,24.217180252075195,0.34375,0.2,0.5204824507236481,-0.028037922782823445
,,,,,,,4530,34,81.03662566,31.18,1,8704,0.0003,3477.2622787475584,-9.013550686836243,330,1.1201518774032593,0.019578572,1523.4283447265625,0.381640625,0.2,0.35181838274002075,-0.002860114071518183
,,,,,,,4666,35,80.89831631999999,30.93,1,8960,0.0003,2100.8630699157716,-9.011396336555482,340,1.120482325553894,0.025505176,782.0116577148438,0.24296875,0.2,0.2914726138114929,-0.019933585391845553
,,,,,,,4799,36,85.81283452000001,31.55,1,9216,0.0003,2332.552516937256,-9.014132499694824,350,1.1212801933288574,0.02186896,980.6932373046875,0.292578125,0.2,0.36976540088653564,-0.01634014337323606
,,,,,,,4935,37,91.43904758000002,30.63,1,9472,0.0003,1939.5521530151368,-9.019196701049804,360,1.1228853464126587,0.009169174,768.0173950195312,0.09375,0.2,0.43689602613449097,-0.012738555110991001
,,,,,,,5074,38,94.06963191000001,29.51,1,9728,0.0003,3536.5541870117186,-9.02410352230072,370,1.122832179069519,0.010954577,2242.34423828125,0.096875,0.2,0.4554169178009033,-0.01229131231084466
,,,,,,,5213,39,94.24482260999999,27.02,1,9984,0.0003,2407.201649475098,-9.024233937263489,380,1.1234939098358154,0.015254035,1068.003662109375,0.18671875,0.2,0.31426382064819336,-0.017022516427095978
,,,,,,,5347,40,92.61261916,24.9,1,10240,0.0003,2575.8351470947264,-9.026455402374268,390,1.1235036849975586,0.012436009,803.9238891601562,0.14921875,0.2,0.07292062044143677,-0.01448847223073244
,,,,,,,5489,41,87.46144801,22.14,1,10496,0.0003,564.4833515167236,-9.024805283546447,400,1.122862696647644,0.02123705,111.7139892578125,0.23046875,0.2,0.07475531101226807,-0.014503014285583048
,,,,,,,5626,42,96.30213007,21.03,1,10752,0.0003,3828.705242919922,-9.020408415794373,410,1.1219735145568848,0.01125229,2526.6787109375,0.125390625,0.2,0.3316271901130676,-0.013357132975943386
,,,,,,,5760,43,114.09314709000002,21.16,1,11008,0.0003,6332.878649902344,-9.016901564598083,420,1.1217094659805298,0.010567596,2443.82861328125,0.103515625,0.2,0.32922661304473877,-0.01160683729685843
,,,,,,,5896,44,122.12455322999999,20.35,1,11264,0.0003,6317.45966796875,-9.016233110427857,430,1.1216109991073608,0.007755639,2446.08203125,0.081640625,0.2,0.3664151430130005,-0.013099081197287888
,,,,,,,6031,45,126.52273476999997,20.34,1,11520,0.0003,4532.868237304688,-9.015277743339539,440,1.1214216947555542,0.008299322,1614.2916259765625,0.075,0.2,0.5569118857383728,-0.011863425886258484
,,,,,,,6167,46,150.20676200000003,20.1,1,11776,0.0003,5035.98017578125,-9.015848731994629,450,1.1219500303268433,0.013085892,2002.2789306640625,0.124609375,0.2,0.44615983963012695,-0.014461399521678686
,,,,,,,6300,47,156.88961573,19.49,1,12032,0.0003,7487.431799316406,-9.018170738220215,460,1.1218012571334839,0.008412654,2960.65185546875,0.142578125,0.2,0.5223141014575958,-0.01673705626744777
,,,,,,,6442,48,180.69264772,19.59,1,12288,0.0003,3643.2251373291015,-9.017117285728455,470,1.1215381622314453,0.009055032,1454.4876708984375,0.101953125,0.2,0.5974612534046173,-0.015369205782189966
,,,,,,,6575,49,184.97989457,20.32,1,12544,0.0003,7531.08779296875,-9.016468119621276,480,1.1214402914047241,0.007876365,2765.5361328125,0.094921875,0.2,0.3784152865409851,-0.012108197924681008
,,,,,,,6709,50,197.23217583000002,21.16,1,12800,0.0003,2335.099490356445,-9.017299771308899,490,1.1218266487121582,0.008821337,633.8773193359375,0.102734375,0.2,0.5901701152324677,-0.016299869306385516
,,,,,,,6848,51,196.65621793999995,20.79,1,13056,0.0003,2893.4426025390626,-9.017962765693664,500,1.121502161026001,0.01647877,1074.9404296875,0.116015625,0.2,0.680363804101944,-0.015415362047497183
,,,,,,,6985,52,211.08815675000005,20.44,1,13312,0.0003,6302.348413085938,-9.016139698028564,510,1.1215487718582153,0.0129912635,1866.7337646484375,0.137890625,0.2,0.32731688022613525,-0.020527071924880146
,,,,,,,7121,53,223.16263114,19.73,1,13568,0.0003,5472.033404541015,-9.017429542541503,520,1.1218212842941284,0.007549454,2569.737060546875,0.170703125,0.2,0.662821352481842,-0.017763926670886575
,,,,,,,7257,54,227.76433576,20.15,1,13824,0.0003,7278.769067382813,-9.01852548122406,530,1.121901035308838,0.012047623,3054.685302734375,0.095703125,0.2,0.5704990029335022,-0.019793811603449285
,,,,,,,7396,55,251.41397611999997,18.0,1,14080,0.0003,5956.61025390625,-9.018801641464233,540,1.121738314628601,0.011129001,3691.75439453125,0.073046875,0.2,0.6807983815670013,-0.0116099271341227
,,,,,,,7535,56,269.7033119199999,15.82,1,14336,0.0003,6122.102856445313,-9.018720531463623,550,1.1221109628677368,0.00644608,3072.801513671875,0.034765625,0.2,0.623750627040863,-0.011449661361984909
,,,,,,,7671,57,275.50332737,15.42,1,14592,0.0003,7286.866284179688,-9.019283413887024,560,1.121893286705017,0.008608864,2803.397705078125,0.087109375,0.2,0.6341673135757446,-0.006934407562948763
,,,,,,,7810,58,287.84003043,14.58,1,14848,0.0003,6297.022735595703,-9.017938613891602,570,1.1218037605285645,0.010110686,2657.91650390625,0.158203125,0.2,0.6827641129493713,-0.01819377192296088
,,,,,,,7950,59,314.62111447,13.16,1,15104,0.0003,6546.045422363281,-9.017960572242737,580,1.1216225624084473,0.012480539,3785.24560546875,0.226953125,0.2,0.6914072632789612,-0.03420469975098968
,,,,,,,8091,60,311.11813746,12.85,1,15360,0.0003,1886.4444305419922,-9.016912913322448,590,1.1214364767074585,0.021029277,437.3757629394531,0.22578125,0.2,0.86904676258564,-0.018481369758956135
,,,,,,,8226,61,317.94818747,13.25,1,15616,0.0003,5330.708688354493,-9.017545580863953,600,1.1218773126602173,0.020328624,2666.507080078125,0.1671875,0.2,0.3848028779029846,-0.009683685074560345
,,,,,,,8366,62,323.79142734000004,12.43,1,15872,0.0003,4679.9737548828125,-9.019230246543884,610,1.122044563293457,0.00569096,2728.101318359375,0.057421875,0.2,0.784887969493866,-0.011409947322681547
,,,,,,,8507,63,323.00906396000005,11.67,1,16128,0.0003,7048.189428710937,-9.01805512905121,620,1.1216156482696533,0.009134754,4696.61376953125,0.23984375,0.2,0.6299208104610443,-0.015807182528078556
,,,,,,,8645,64,314.39371142,12.48,1,16384,0.0003,7342.778247070312,-9.017928814888,630,1.1221195459365845,0.013299754,3260.3427734375,0.12265625,0.2,0.535609245300293,-0.01854231080505997
,,,,,,,8787,65,325.40736157,11.16,1,16640,0.0003,6425.110925292969,-9.019373464584351,640,1.1216812133789062,0.005071692,2852.13330078125,0.1140625,0.2,0.6728368699550629,-0.015040692617185413
,,,,,,,8925,66,323.36671246000003,11.95,1,16896,0.0003,3572.7292449951174,-9.01648006439209,650,1.1208789348602295,0.006340252,958.7031860351562,0.1015625,0.2,0.5330343842506409,-0.007030440634116531
,,,,,,,9063,67,330.15638001,12.28,1,17152,0.0003,3129.853810119629,-9.016183471679687,660,1.1213196516036987,0.0067027183,1859.0732421875,0.121875,0.2,0.8309757709503174,-0.009090069495141507
,,,,,,,9203,68,336.76717315999997,12.26,1,17408,0.0003,3022.572200012207,-9.018937563896179,670,1.1222108602523804,0.020526683,2099.201904296875,0.19296875,0.2,0.827466681599617,-0.011968372098635882
,,,,,,,9343,69,340.24259951,12.2,1,17664,0.0003,4817.396136474609,-9.021395945549012,680,1.1219233274459839,0.009209519,1187.2164306640625,0.12578125,0.2,0.6184924840927124,-0.017131979658734052
,,,,,,,9484,70,337.54972193000003,12.36,1,17920,0.0003,5189.404034423828,-9.020307636260986,690,1.1215949058532715,0.015450916,2061.134521484375,0.2265625,0.2,0.7172714173793793,-0.01049219719134271
,,,,,,,9620,71,331.1327927,12.08,1,18176,0.0003,4932.407458496094,-9.020054936408997,700,1.12143075466156,0.006022363,1892.538818359375,0.073046875,0.2,0.4772399663925171,-0.009481864981353283
,,,,,,,9759,72,325.85363424,12.6,1,18432,0.0003,6262.463623046875,-9.018999814987183,710,1.1211012601852417,0.008904969,2368.13037109375,0.206640625,0.2,0.6713770925998688,-0.021826030383817852
,,,,,,,9900,73,334.64946547,11.91,1,18688,0.0003,5450.651458740234,-9.018063354492188,720,1.1211225986480713,0.006255737,3090.313720703125,0.087890625,0.2,0.6887665092945099,-0.010914839431643486
