#{"t_start": 1742427736.3023536, "env_id": "None"}
r,l,t,distance_to_target,collision,reached_goal,target
578.336197,200,2.247122,0.305046909377267,False,False,[0.47439796 0.11037049 0.51986499]
178.919015,200,5.11789,0.9691682039748236,False,False,[0.47412896 0.26814712 0.43213393]
159.045765,200,6.639857,0.9256703812155938,False,False,[0.38185945 0.34770839 0.41986187]
297.273194,200,9.677577,0.7148496265502146,False,False,[0.40673091 0.34845353 0.51165684]
184.126389,200,11.229621,1.025453027040777,False,False,[0.35383198 0.30543125 0.37377595]
366.062326,200,12.745152,0.9134693986288994,False,False,[0.63862459 0.13185819 0.50209844]
338.309206,200,15.705329,0.8878525529519371,False,False,[0.3261146  0.27124893 0.33861237]
141.700287,200,17.176127,0.5931779625712997,False,False,[0.35086399 0.33869812 0.3904048 ]
362.266189,200,18.667864,0.8475216368892063,False,False,[0.34277827 0.18812248 0.43993051]
199.871636,200,21.688679,0.9865533207475595,False,False,[0.48711499 0.18069729 0.55616269]
221.5813,200,23.842642,0.8958867637426847,False,False,[0.49322793 0.30209469 0.45475706]
91.148906,200,26.894444,1.2832525234501213,False,False,[0.64595137 0.37758364 0.32581429]
382.949975,200,28.440239,0.7353311959833221,False,False,[0.33575656 0.10261871 0.50025109]
234.857278,200,29.970338,1.1502963057773217,False,False,[0.39238081 0.26599243 0.49465906]
475.702832,200,33.016366,0.38248686251636904,False,False,[0.63020921 0.18334474 0.41086261]
103.371207,200,34.580017,1.341442200657427,False,False,[0.63949727 0.32854637 0.37093958]
87.287489,200,36.092488,1.1904979926742143,False,False,[0.35818866 0.48682132 0.36356098]
231.609893,200,39.201837,0.3610251791186452,False,False,[0.53355836 0.32880056 0.31641498]
457.371586,200,40.871927,0.5056001101644721,False,False,[0.33470113 0.16192053 0.57172027]
260.913893,200,43.83737,1.2545762054044127,False,False,[0.6169868  0.23503558 0.44474261]
67.911125,200,45.925391,1.038371049682134,False,False,[0.57735358 0.49021009 0.30423875]
