#{"t_start": 1742429821.7697685, "env_id": "None"}
r,l,t,distance_to_target,collision,reached_goal,target
760.781074,200,1.771297,0.4724455464637743,False,False,[0.47439796 0.11037049 0.51986499]
465.250347,200,2.485933,0.45482389820052366,False,False,[0.47412896 0.26814712 0.43213393]
273.932579,200,3.285644,0.6397743787040505,False,False,[0.38185945 0.34770839 0.41986187]
477.090442,200,4.00407,0.8768998082708501,False,False,[0.40673091 0.34845353 0.51165684]
262.536265,200,4.72713,0.9904926514509277,False,False,[0.35383198 0.30543125 0.37377595]
479.401197,200,5.442843,0.5932778272410056,False,False,[0.63862459 0.13185819 0.50209844]
358.267942,200,6.166603,0.7714844539081109,False,False,[0.3261146  0.27124893 0.33861237]
197.971301,200,6.872239,1.1320481994827511,False,False,[0.35086399 0.33869812 0.3904048 ]
514.681244,200,7.590322,0.5734006773350642,False,False,[0.34277827 0.18812248 0.43993051]
538.349329,200,8.307387,0.5717532562066252,False,False,[0.48711499 0.18069729 0.55616269]
551.916645,200,9.501398,0.5610102918207017,False,False,[0.49322793 0.30209469 0.45475706]
316.149346,200,10.280906,0.7396135179685074,False,False,[0.64595137 0.37758364 0.32581429]
488.658266,200,11.068174,0.6370618758582401,False,False,[0.33575656 0.10261871 0.50025109]
357.2892,200,11.849868,0.7000625175316572,False,False,[0.39238081 0.26599243 0.49465906]
433.283524,200,12.647543,0.4383514226041675,False,False,[0.63020921 0.18334474 0.41086261]
327.491771,200,13.40403,0.9267349325681948,False,False,[0.63949727 0.32854637 0.37093958]
161.979427,200,14.128894,0.9465258184637985,False,False,[0.35818866 0.48682132 0.36356098]
446.926814,200,14.844168,0.5459883488414188,False,False,[0.53355836 0.32880056 0.31641498]
363.616979,200,15.66578,0.6075069853526183,False,False,[0.33470113 0.16192053 0.57172027]
536.901202,200,16.409876,0.6434007172797573,False,False,[0.6169868  0.23503558 0.44474261]
202.318936,200,17.728571,0.8468972949928573,False,False,[0.57735358 0.49021009 0.30423875]
