#{"t_start": 1741877633.0359578, "env_id": "None"}
r,l,t,distance_to_target,collision,reached_goal,target
98.777379,100,16.452638,0.5432554153021868,False,False,[0.3 0.  0.5]
-20.627216,31,20.175538,0.9589765967789518,True,False,[0.3 0.  0.5]
-20.627216,31,23.877146,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,27.5871,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,31.295205,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,35.006351,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,38.716693,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,42.422713,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,46.119625,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,49.817019,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,53.516513,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,57.212748,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,60.906999,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,64.60659,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,68.30532,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,72.004636,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,75.71094,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,79.420581,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,83.127062,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,86.833798,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,90.525187,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,94.230492,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,97.937626,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,101.638233,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,105.336317,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,109.037581,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,112.735383,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,116.437726,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,120.142398,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,123.850111,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,127.552537,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,131.259944,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,134.96583,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,138.672101,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,142.369687,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,146.072213,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,149.774181,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,153.473679,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,157.18346,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,160.891466,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,164.598264,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,168.300675,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,171.993551,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,175.697001,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,179.390509,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,183.094695,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,186.784921,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,190.486671,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,194.192161,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,197.88999,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,201.598504,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,205.302946,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,208.999132,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,212.692674,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,216.395999,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,220.095996,0.9589765967789509,True,False,[0.3 0.  0.5]
-20.627216,31,223.803231,0.9589765967789509,True,False,[0.3 0.  0.5]
